Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Application type (product.metafields.shopify.application-type),Body area (product.metafields.shopify.body-area),Caffeine content (product.metafields.shopify.caffeine-content),Cleanser type (product.metafields.shopify.cleanser-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Coverage level (product.metafields.shopify.coverage-level),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Dietary use (product.metafields.shopify.dietary-use),Digestive supplement type (product.metafields.shopify.digestive-supplement-type),Dispenser type (product.metafields.shopify.dispenser-type),Exfoliation method (product.metafields.shopify.exfoliation-method),Face area (product.metafields.shopify.face-area),Flavor (product.metafields.shopify.flavor),Food supplement form (product.metafields.shopify.food-supplement-form),Fragrance (product.metafields.shopify.fragrance),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair treatment effect (product.metafields.shopify.hair-treatment-effect),Ingredient origin (product.metafields.shopify.ingredient-origin),Ingredients (product.metafields.shopify.ingredients),Lip makeup opacity (product.metafields.shopify.lip-makeup-opacity),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),PA rating (product.metafields.shopify.pa-rating),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Rinse requirement (product.metafields.shopify.rinse-requirement),Route of administration (product.metafields.shopify.route-of-administration),Shape (product.metafields.shopify.shape),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),SPF level (product.metafields.shopify.spf-level),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Supplement health focus (product.metafields.shopify.supplement-health-focus),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / BH Retail,Price / BH Retail,Compare At Price / BH Retail,Included / Zone 1 - GCC,Price / Zone 1 - GCC,Compare At Price / Zone 1 - GCC,Included / Zone 2,Price / Zone 2,Compare At Price / Zone 2,Included / Zone 3,Price / Zone 3,Compare At Price / Zone 3,Included / Zone 4,Price / Zone 4,Compare At Price / Zone 4,Included / Zone 5,Price / Zone 5,Compare At Price / Zone 5,Included / Zone 8,Price / Zone 8,Compare At Price / Zone 8,Included / zone 6,Price / zone 6,Compare At Price / zone 6,Included / zone 7,Price / zone 7,Compare At Price / zone 7,Status
jeju-aloe-fresh-soothing-gel-300ml-1,Jeju Aloe Fresh Soothing Tub Gel 300ml,"<p><span></span>This product is made with 95% Aloe Barbadensis leaf juice, which effectively moisturizes and soothes the skin. It can be applied as a moisturizer, a soothing facial mask, or for after-sun care.</p>
<p>The Aloe barbadensis leaf juice is absorbed easily into the skin without leaving any sticky residue. Additionally, this formulation is free of 5 common additives: paraben, benzophenone, animal oil, mineral oil, and artificial coloring.<span></span><b><br></b></p>
<p><span><strong>How to Use</strong><br>Apply to dry, sensitive parts of the face and body.</span></p>
<p><span><strong>Full List of Ingredients<br></strong></span><span>Aloe Barbadensis Leaf Water(95.00028%), Butylene Glycol, Ethanol, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Purified Water, Panthenol, Glycerin, Ethylhexylglycerin, Dipropylene Glycol, Propanediol, Carbomer, Sodium Polyacrylate, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Methyl Gluceth-20, Disodium EDTA, Triethanolamine, Fragrance, Limonene, Linalool</span></p>
<p>Ingredients subject to change at manufacturer's discretion. For the most complete and up-to-date list of ingredients, please refer to product packaging.</p>
<div class=""product__description rte quick-add-hidden"">
<p><strong>Size</strong><br><span>300 ml</span></p>
</div>",The Face Shop,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Gel,"All Skin Types, Dehydration, Gel, Inflammation / Redness of Skin, Skin Care, South Korea, The face shop",true,Title,Default Title,,,,,,,,,350.0,shopify,0,deny,manual,4.400,5.500,true,true,,,,,'8801051482928,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/085343F5-E69A-4371-A905-3D59C9B81BB1.webp?v=1742866075,1,"",false,,,2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
jeju-aloe-fresh-soothing-gel-300ml,Jeju Aloe Fresh Soothing Gel 300ml,"<p><span>Jeju Aloe Gel made with 95% pure organic aloe vera from Jeju Island, our soothing gel is known for its exceptional skin-soothing and hydrating properties.Soothe and Hydrate can find quick relief from dryness, redness, and irritation with this gel that cools and hydrates, leaving skin feeling soft, supple, and refreshed.</span></p>
<p><span><strong>How to Use</strong><br>Apply to dry, sensitive parts of the face and body.</span></p>
<p><span><strong>Full List of Ingredients<br></strong></span><span>Aloe Barbadensis Leaf Water(95.00028%), Butylene Glycol, Ethanol, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Purified Water, Panthenol, Glycerin, Ethylhexylglycerin, Dipropylene Glycol, Propanediol, Carbomer, Sodium Polyacrylate, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Methyl Gluceth-20, Disodium EDTA, Triethanolamine, Fragrance, Limonene, Linalool</span></p>
<p>Ingredients subject to change at manufacturer's discretion. For the most complete and up-to-date list of ingredients, please refer to product packaging.</p>
<div class=""product__description rte quick-add-hidden"">
<p><strong>Size</strong><br><span>300 ml</span></p>
</div>",The Face Shop,Health & Beauty > Personal Care > Cosmetics > Skin Care > Body Oil,Gel,"All Skin Types, Dehydration, Gel, Inflammation / Redness of Skin, Skin Care, South Korea, The face shop",true,Title,Default Title,,,,,,,,,330.0,shopify,3,deny,manual,4.950,5.500,true,true,,,,,'8801051482935,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/18C98B33-5930-441C-B848-56C022A75659.webp?v=1742865682,1,"",false,,,6104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
yuja-niacin-30-days-blemish-care-serum-mask-25g,Yuja Niacin 30 Days Blemish Care Serum Mask 25g,"<p><span></span>Enhance your skin's radiance and reduce wrinkles with Yuja Niacin 30 Days Blemish Care Serum Mask. Made with a plant-based formula, this mask contains yuja extract, glutathione, and arbutin, as well as four essential vitamins to deeply hydrate and rejuvenate your complexion.<span style=""font-size: 0.875rem;""></span></p>
<p><strong>How to Use</strong><br><span>After cleansing and toning your face, evenly apply the sheet mask to the entire face. Remove the mask after 10-20 minutes, then gently tap the skin to help absorb any remaining residue.</span></p>
<p><strong>Size</strong><br><span>25 g</span></p>",SOME BY MI,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Mask,"Aging and Wrinkles, All Skin Types, Brightening, Dehydration, Masks, Skin Care, SOME BY MI, South Korea, Uneven Texture",true,Title,Default Title,,,,,,,,,300.0,shopify,0,deny,manual,1.100,2.000,true,true,,,,,'8809647393245,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/61A9D542-AB90-4AA9-A49B-70D5C077B1D4.jpg?v=1742864962,1,"",false,,,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.800,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
retinol-intensive-mask-22g,Retinol Intensive Mask 22g,"<p>Transform your skin using our superior Retinol Intensive Care specially formulated to target signs of aging. Microfiber sheet expertly contours to your face. Ideal for delicate or fatigued skin. Enhanced with retinol to stimulate collagen production. Refreshes and hydrates for a silky finish.</p>
<p><strong>How to Use<br></strong>After cleansing and toning your face, evenly apply the sheet mask to the entire face. Remove the mask after 10-20 minutes, then gently tap the skin to help absorb any remaining residue.</p>
<div class=""product__description rte quick-add-hidden"">
<p><span><strong>Size</strong><br>22 g</span></p>
</div>
<p> </p>",SOME BY MI,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Mask,"Aging and Wrinkles, All Skin Types, Dehydration, Masks, Skin Care, SOME BY MI, South Korea",true,Title,Default Title,,,,,,,,,200.0,shopify,5,deny,manual,1.300,2.500,true,true,,,,,'8809647392637,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/58CA33E6-F626-48F2-AA03-B8E2672FF68E.webp?v=1742864174,1,"",false,,,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.504,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
real-super-matcha-pore-care-mask-20g,Real Super Matcha Pore Care Mask 20g,"<p>The Super Matcha Pore Care Mask by SOMEBYMI is a Korean miracle for those struggling with enlarged pores and excessive oiliness. Its powerful formula combines antioxidant-rich green matcha with carefully selected ingredients to hydrate, nourish, and control sebum production.</p>
<p>By removing impurities and reducing blackheads, this mask will deeply cleanse and soothe the skin while improving its texture. With the help of botanical extracts and vitamins, it provides intensive care and restores the skin's energy for a refreshed and deeply hydrated feeling. This mask is ideal for anyone looking to close pores, combat excess oiliness, and achieve smoother, more luminous skin. It's a must-have in any Korean skincare routine.</p>
<p><strong>How to Use</strong><br><span>After cleansing and toning your face, evenly apply the sheet mask to the entire face. Remove the mask after 10-20 minutes, then gently tap the skin to help absorb any remaining residue.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Water, Glycerin, Propanediol, Dipropylene Glycol, Hydroxyacetophenone, Polyglyceryl-10 Laurate, Caprylyl Glycol, Disodium EDTA, Dipotassium Glycyrrhizate, Lactobionic Acid, Ascorbic Acid, Allantoin, Aloe Barbadensis Flower Extract, Sucrose, Curcuma Longa Root Extract, Panthenol, Solanum Melongena Fruit Extract, Juniperus Mexicana Oil, Melaleuca Alternifolia (Tea Tree) Extract, Hydrolyzed Cornstarch, Salicylic Acid, Betaine, Melia Azadirachta Flower Extract, Eucalyptus Globulus Leaf Oil, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Citrus Aurantium Dulcis (Sugar Cane) Fruit Extract ... Ocimum Sanctum, Citric Acid, Fragrance, Lavandula Angustifolia (Lavender) Oil, Ethylhexylglycerin, Coccinia Indica Fruit Extract, Snail Secretion Filtrate, Centella Asiatica Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Asiatic Acid, Coptis Japonica Root Extract, Sodium Hyaluronate, Hyaluronic Acid, Eclipta Prostrata Extract, Rosmarinus Officinalis Leaf Extract, Pelargonium Graveolens Oil, Mentha Piperita Oil, t-Butyl Alcohol, Honey Extract, Corallina Officinalis Extract, Citrus Limon Peel Oil, Ammonium Polyacryloylmethyl Taurate, Lavandula Hybrida Oil, Glutathione, Citrus Aurantium Peel Oil Dulcis, Madecassic Acid, Sodium Polyacrylate, Portulaca Oleracea Extract, Melia Azadirachta Leaf Extract, Butylene Glycol, 1,2-Hexanediol, Rosmarinus Officinalis Leaf Oil, Tocopherol, Salvia Officinalis Oil, Theobroma Cacao Seed Extract, Madecassoside, Asiaticoside, Tromethamine.</span></p>
<p><span><strong>Notice:</strong>The manufacturer is responsible for the formulation of the product. Due to possible changes, we suggest checking the composition directly on the packaging.</span></p>
<div class=""product__description rte quick-add-hidden"">
<p><span><strong>Size</strong><br>20 g</span></p>
</div>
<p> </p>",SOME BY MI,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Mask,"All Skin Types, Congested Pores, Dehydration, Dullness, Enlarged Pores, Masks, Oily, Skin Care, SOME BY MI, South Korea",true,Title,Default Title,,,,,,,,,500.0,shopify,6,deny,manual,1.500,2.000,true,true,,,,,'8809647391524,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/D80A557E-4423-4A7C-98F4-0716FEBDFA91.jpg?v=1742863617,1,"",false,,,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.252,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
real-hyaluron-hydra-care-mask-20g,Real Hyaluron Hydra Care Mask 20g,"<p>Experience numerous skin benefits with the use of a vegan-certified sheet mask soaked in rich essence. This cellulose sheet, designed to perfectly wrap around the face, delivers powerful active ingredients.</p>
<p>Choose from SOME BY MI's Real Care mask line, which is free of 20 known skin irritants, to address your specific skin concerns and enjoy a relaxing at-home skincare routine. The 100% plant-based and biodegradable sheet adheres well to the skin with its thin and sleek design.</p>
<p><strong>How to Use</strong><br><span>After cleansing and toning your face, evenly apply the sheet mask to the entire face. Remove the mask after 10-20 minutes, then gently tap the skin to help absorb any remaining residue.</span></p>
<p><span><strong>Full List of Ingredients</strong><br></span>Water, Glycerin, Propanediol, Dipropylene Glycol, Hydroxyacetophenone, Polyglyceryl-10 Laurate, Caprylyl Glycol, Disodium EDTA, Dipotassium Glycyrrhizate, Lactobionic Acid, Ascorbic acid, Allantoin, Aloe Barbadensis Flower Extract, Sucrose, Curcuma Longa (Turmeric) Root Extract, Panthenol, Solanum Melongena (Eggplant) Fruit Extract, Juniperus Mexicana Oil, Melaleuca Alternifolia (Tea Tree) Extract, Hydrolyzed Corn Starch, Salicylic Acid, Betaine, Melia Azadirachta Flower Extract, Eucalyptus Globulus Leaf Oil, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Ocimum Sanctum Leaf Extract, Citric Acid, Fragrance, Lavandula Angustifolia (Lavender) Oil, Ethylhexylglycerin, Coccinia Indica Fruit Extract, Snail Secretion Filtrate, Centella Asiatica Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Asiatic Acid, Coptis Japonica Root Extract, Sodium Hyaluronate, Hyaluronic Acid, Eclipta Prostrata Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Pelargonium Graveolens Flower Oil, Mentha Piperita (Peppermint) Oil, t-Butyl Alcohol, Honey Extract, Corallina Officinalis Extract, Citrus Limon (Lemon) Peel Oil, Ammonium Polyacryloyldimethyl Taurate, Lavandula Hybrida Oil, Glutathione, Citrus Aurantium Dulcis (Orange) Peel Oil, Madecassic Acid, Sodium Polyacrylate, Portulaca Oleracea Extract, Melia Azadirachta Leaf Extract, Butylene Glycol, 1,2-Hexanediol, Rosmarinus Officinalis (Rosemary) Leaf Oil, Tocopherol, Salvia Officinalis (Sage) Oil, Theobroma Cacao (Cocoa) Seed Extract, Madecassoside, Asiaticoside, Tromethamine</p>
<p class=""grey-text"">This list of ingredients represents all options or variants of this product. Actual ingredients in a given product option may vary from this list. Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, please refer to product packaging.</p>
<p><strong>Size</strong><br><span>20 g</span></p>
<p> </p>",SOME BY MI,Health & Beauty > Personal Care > Cosmetics > Skin Care > Compressed Skin Care Mask Sheets,Mask,"All Skin Types, Dehydration, Masks, Skin Care, SOME BY MI, South Korea, Uneven Texture",true,Title,Default Title,,,,,,,,,500.0,shopify,8,deny,manual,1.500,2.000,true,true,,,,,'8809647391470,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-5407.webp?v=1742863129,1,"",false,,,8029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.252,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
real-glutathione-brightening-care-mask-20g,Real Glutathione Brightening Care Mask 20g,"<p>Some By Mi Real Glutathione Brightening Care Mask harnesses the power of highly concentrated glutathione to combat dullness, dark spots and dry skin, restoring skin's youthful radiance.</p>
<p>Infused with allantoin, this sheet mask provides soothing relief for irritated and sensitive skin while effectively locking in moisture for intense hydration. The 100% plant-based cellulose sheet ensures that active ingredients penetrate deeply, resulting in a dewy, translucent complexion.</p>
<p>Suitable for all skin types, this product offers a convenient yet powerful self-care treatment to revitalize and rejuvenate skin, leaving it glowing with vitality.</p>
<p><strong>How to Use</strong><br><span>After cleansing and toning your face, evenly apply the sheet mask to the entire face. Remove the mask after 10-20 minutes, then gently tap the skin to help absorb any remaining residue.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Water, Glycerin, Propanediol, Dipropylene Glycol, Dipotassium Glycyrhizate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyglyceryl-10 Laurate, Tromethamine, Allantoin, Sodium Polyacrylate, Eclipta Prostrata Extract, Coccinia Indica Fruit Extract, 1,2-Hexanediol, Glutathione(100 ppm), Hydroxyacetophenone, Caprylyl Glycol, Ethylhexylglycerin, Tocopherol, Disodium EDTA, Rosmarinus Officinalis (Rosemary) Leaf Oil<br><br>*Please note that the ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, please refer to the product packaging.</span></p>
<p><span><strong>Size</strong><br>20 g</span></p>",SOME BY MI,Health & Beauty > Personal Care > Cosmetics > Skin Care > Compressed Skin Care Mask Sheets,Mask,"All Skin Types, Brightening, Dehydration, Dullness, Masks, Skin Care, SOME BY MI, South Korea, Uneven Skin",true,Title,Default Title,,,,,,,,,300.0,shopify,5,deny,manual,1.500,2.000,true,true,,,,,'8809647391463,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/165916B7-6FD7-4852-9DFD-0D5DB1402201.jpg?v=1742862182,1,"",false,,,8029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.252,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
aha-bha-pha-miracle-calming-body-lotion-200ml,AHA-BHA-PHA Miracle Calming Body Lotion 200ml,"<p><meta charset=""UTF-8"">The Some By Mi AHA-BHA-PHA Calming Body Lotion effectively fights body acne, soothes the skin, and promotes a brighter complexion. Its gentle formula is enriched with calming ingredients such as tea tree, centella asiatica, and heartleaf extract, which work to reduce excess sebum production and soothe the skin.</p>
<p>The lotion contains powerful AHA, BHA, and PHA chemical exfoliants that gently remove dead skin cells, improving skin texture and hydration. These ingredients also help to soothe active acne, diminish acne scars, and give your skin a healthier appearance. This body lotion is suitable for acne-prone skin, particularly for those struggling with bacne and chest acne.<span></span></p>
<p><strong>How to Use</strong><br><span>Apply a royal amount to the skin of the body as often as needed or desired.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Water, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Glycerin, Methylpropanediol, Niacinamide, 1,2-Hexanediol, C13-15 Alkane, Polyglyceryl-3 Methylglucose Distearate, Caprylic/_Capric Triglyceride, Eucalyptus Globulus Leaf Extract, Centella Asiatica Extract, Houttuynia Cordata Extract, Artemisia Capillaris Extract, Madecassoside, Asiatic Acid, Asiaticoside, Madecassic Acid, Capryloyl Salicylic Acid, Salicylic Acid(1 Ppm), Hippophae Rhamnoides Fruit Extract, Rosa Canina Fruit Extract, Tocopherol, Portulaca Oleracea Extract, Chamaecyparis Obtusa Water, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ammonium Acryloyldimethyltaurate/_VP Copolymer, Carbomer, Betaine, Tromethamine, Adenosine, Butylene Glycol, Citric Acid(10 Ppm), Gluconolactone(10 Ppm), Ethylhexylglycerin, Rosmarinus Officinalis (Rosemary) Leaf Oil, Limonene.</span></p>
<p><span><strong>Size</strong><br>200 ml</span></p>",SOME BY MI,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Body Lotion,"Acne, All Skin Types, Body Brightening, Body Care, Body Dehydration, Brightening, Dehydration, Dullness, Lotion, Oily, SOME BY MI, South Korea, Uneven Texture",true,Title,Default Title,,,,,,,,,250.0,shopify,7,deny,manual,6.600,8.000,true,true,,,,,'8809647392019,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/53BC2B39-D8B6-4B32-831A-1ED79DC3ACCB.webp?v=1742861761,1,"",false,,,2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.700,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
tone-brightening-glow-mask-25ml,Tone Brightening Glow Mask 25ml,"<p><meta charset=""UTF-8"">This sheet mask contains Madewhite™, a patented natural ingredient that brightens the skin tone and leaves it with a natural glow. Niacinamide helps to fade dark spots and improve skin tone while Tranexamic Acid reduces melanin production and improves discoloration. The soft and comfortable flexcell material gently adheres to the skin, making it suitable for even sensitive skin.<span></span></p>
<p><span><strong>How to Use</strong><br>After cleansing and toning your face, evenly apply the sheet mask to the entire face. Remove the mask after 10-20 minutes, then gently tap the skin to help absorb any remaining residue.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Water, Butylene Glycol, Propanediol, Niacinamide, Glycereth-26, Dipropylene Glycol, Methyl Gluceth-20, Hydroxyacetophenone, Hydroxyethyl Urea, Xanthan Gum, Caprylyl Glycol, Centella Asiatica Extract, Glycerin, Polyglyceryl-10 Laurate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Pentylene Glycol, Arginine, Xylitylglucoside, Ethylhexylglycerin, Anhydroxylitol, 1,2-Hexanediol, Madecassoside, Allantoin, Disodium EDTA, Xylitol, Sodium Hyaluronate, Panthenol, Decyl Glucoside, Sorbitan Isostearate, Bisabolol, Dipotassium Glycyrrhizate, Tranexamic Acid, Lactobacillus/Hibiscus Sabdariffa Flower Ferment Filtrate, Citric Acid, Tromethamine, Betaine Salicylate, Glycolipids, Gluconolactone, 3-O-Ethyl Ascorbic Acid, Capryloyl Salicylic Acid</span></p>
<p><span><strong>Size</strong><br>25 ml</span></p>",SKIN1004,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Mask,"All Skin Types, Brightening, Dehydration, Dullness, Masks, Pigmentation, Skin Care, SKIN1004, South Korea, Uneven Skin, Uneven Texture",true,Title,Default Title,,,,,,,,,0.5,shopify,3,deny,manual,1.500,2.000,true,true,,,,,'8809913830931,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-5401.webp?v=1742861225,1,"",false,,,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.328,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
poremizing-clarifying-mask-23ml,Poremizing Clarifying Mask 23ml,"<p>In this product, Himalayan Pink Salt minerals and Succinic Acid work together to effectively eliminate pore impurities while AHA, PHA, BHA, and LHA provide a rapid and even exfoliating result, improving skin texture. The addition of plant-based microfiber fabric helps to minimize skin irritation.</p>
<p><strong>How to Use</strong><br><span>After cleansing and toning your face, evenly apply the sheet mask to the entire face. Remove the mask after 10-20 minutes, then gently tap the skin to help absorb any remaining residue.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Water, Dipropylene Glycol, Glycerin, Glycereth-26, Butylene Glycol, Panthenol, Hydroxyacetophenone, Polyglyceryl-10 Laurate, Carbomer, Caprylyl Glycol, Arginine, Centella Asiatica Extract(1,000 ppm), 1,2-Hexanediol, Ade- nosine, Pentylene Glycol, Xanthan Gum, Propanediol, Ethylhexylglycerin, Allantoin, Sodium Hyaluronate, Disodium EDTA, Succinic Acid, Lactobacillus/Hibiscus Sabdariffa Flower Ferment Filtrate, Citric Acid, Tromethamine, Betaine Salicylate, Glycolipids, Gluconolactone, Mentha Arvensis Leaf Oil, Dipotassium Glycyrrhizate, Hydrolyzed Collagen, Mineral Salts, Capryloyl Salicylic Acid</span></p>
<p><span><strong>Size</strong><br>23 ml</span></p>
<p> </p>",SKIN1004,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Mask,"All Skin Types, Dehydration, Dullness, Enlarged Pores, Masks, Oily, Skin Care, SKIN1004, South Korea, Uneven Texture",true,Title,Default Title,,,,,,,,,800.0,shopify,49,deny,manual,1.320,2.000,true,true,,,,,'8809913831310,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-5400.webp?v=1742860845,1,"",false,,,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.328,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
